,rad,vel,rad_error,vel_error
0,0.11679851979319705,16.924611483785483,0.0015494963185185492,6.59240251878812
1,0.23083307318038843,22.08980225838137,0.0010888352508509475,4.632499067256518
2,0.27078495123083934,32.06688341848583,0.0010888352508504617,4.632499067256518
3,0.3477991060891017,39.727105906360165,0.0010469569719719907,4.454326026208193
4,0.46216868570732306,46.31768100934265,0.0011725918086087361,4.988845149353168
5,0.5014505112957135,53.4439935126739,0.0012563483663665664,5.3451912314498315
6,0.5782971530384589,60.391523836354914,0.0012982266452454816,5.5233642724981635
7,0.7491186525854125,67.15935827248293,0.017672633686887984,4.81097667760578
8,0.8065756512072362,71.61277059078832,0.0011725918086087361,4.988845149353168
9,0.8827522404879198,75.70953225769611,0.0012982266452454816,5.523364272498149
10,0.9585100469798133,78.0245635141206,0.0011725918086086806,4.988845149353168
11,1.0338490706829204,78.55786436006181,0.0010469569719719907,4.454326026208186
12,1.1091880943860257,79.09116520600307,0.0010050786930930755,4.276152985159861
13,1.2033723435846273,79.8023345236917,0.019975939025226097,4.988540580052231
14,1.3346188695910386,78.19664516915019,0.0012144700874876513,5.167018190401507
15,1.410334797804055,80.33350338452638,0.0012982266452454816,5.523364272498149
16,1.4671217439638164,81.9361470460585,0.019975939025225986,4.988540580052238
17,1.6746286158086692,84.78356544052144,0.0010050786930930755,4.276152985159868
18,1.8256835677247913,87.45372450183885,0.0013819832030029788,5.879710354594813
19,1.9015670090533217,90.30327488140833,0.0014657397607606981,6.236056436691456
20,1.958312076934205,91.72774550189214,0.01725385089809872,6.592707088089057
21,2.0715090647438186,93.32947545552148,0.017128216061462087,7.1272262112340385
22,2.127960984672549,93.50673478866699,0.0014657397607611422,6.236056436691463
23,2.203425643212293,94.57455475775322,0.0012982266452454816,5.523364272498149
24,2.278764666915398,95.10785560369445,0.0013401049241239527,5.701537313546474
25,2.354438716849534,97.0665407780223,0.001381983203003312,5.879710354594813
26,2.5050748859768674,97.95496942885643,0.001423861481882449,6.057883395643138
27,2.69277333191201,96.52653940746043,0.001423861481881783,6.057883395643138
28,2.7685311384039037,98.84157066388497,0.0013819832030028678,5.879710354594799
29,2.9563552191756832,97.94765976563394,0.0013401049241246188,5.701537313546481
30,3.0692590590331443,98.30217843192496,0.0013401049241243967,5.701537313546481
31,3.1633176733951096,98.47882862646858,0.01993406074634696,4.810367539003913
32,3.3141213556379583,100.07994944149607,0.02005969558298304,5.344886662148902
33,3.445786664433159,100.25599049743782,0.0009632004142139383,4.097979944111543
34,3.55906740880053,102.21406653316382,0.0010888352508509058,4.632499067256511
35,3.653377292835768,103.4597549739974,0.017756390244644926,4.45463059550913
36,3.7852101147464845,104.34848819413247,0.0010050786930928535,4.276152985159861
37,3.955235926994739,107.73103485034227,0.017337607455855775,6.236361005992407
38,4.1251779826852335,110.7572354244554,0.0015076180396396133,6.414229477739795
39,4.332349828299057,112.17926949053172,0.017379485734736022,6.058187964944082
40,4.464517676440803,114.4933870390534,0.0014657397607611422,6.236056436691484
41,4.615363236962529,116.27268089512918,0.0012144700874872072,5.1670181904015
42,4.841422186350726,118.05075647400122,0.03639222434574574,5.167627329003373
43,5.085949456724509,118.40314315518569,0.05511181500460527,5.524277980400974
44,5.462644575240039,121.06964738489185,0.054651153936938535,7.484181431932569
45,5.745029809720329,122.49046317376443,0.001423861481881783,6.057883395643138
46,5.914678717458674,124.26945246053924,0.05523744984124335,4.9897588572559854
47,6.103172850692514,126.2263102190615,0.05502805844684833,5.880624062497617
48,6.441507465754989,125.68630884849964,0.017463242292493852,5.701841882847418
49,6.7235576740042475,125.68174030898555,0.0013401049241235086,5.701537313546474
50,6.949281597161413,126.03443155947097,0.0012563483663665664,5.345191231449817
51,7.175131155155214,126.92164193310137,0.001130713529730265,4.810672108304836
52,7.382344879047918,128.52184904022602,0.019892182467468267,4.632194497955581
53,7.739440963048129,127.80337005931489,0.038695529684086516,4.631889928654637
54,7.927265043819908,126.90945916106386,0.0011307135297307092,4.81067210830485
55,8.115214759428323,126.55006738595785,0.0011307135297293769,4.81067210830485
56,8.359700151523228,126.72428102609398,0.019892182467468267,4.632194497955581
57,8.735641461018936,126.18367051693025,0.01784014680240187,4.098284513412466
58,8.999265226561489,127.7829639161521,0.017714511965767343,4.632803636557455
59,9.318922129243983,127.77778623803614,0.0010888352508509058,4.632499067256518
60,9.544687930680027,128.3086505295699,0.0009632004142146045,4.097979944111529
61,9.751692263178334,129.01799243145288,0.01976654763083019,4.097675374810599
62,9.996261411830995,129.5485521536857,0.0009213221353352452,3.9198069030632112
63,10.259215124911485,128.29707689613429,0.001130713529730265,4.810672108304836
64,10.522545742501883,128.64915900801782,0.0011307135297293769,4.810672108304843
65,10.823231784852247,127.93159373500949,0.001130713529730265,4.810672108304843
66,11.124001583760364,127.57037454409786,0.0012144700874872072,5.167018190401485
67,11.349641750359773,127.56671971248659,0.0010469569719715466,4.4543260262082
68,11.612930489671296,127.7406287833218,0.0010888352508526822,4.632499067256525
69,11.819725430775208,127.55910547996316,0.019850304188589796,4.454021456907242
70,12.04544935393237,127.91179673044857,0.05553059779339797,3.74254756991769
71,12.365357526288138,128.9756572986226,0.0009632004142137163,4.097979944111529
72,12.610136066335194,130.39708222609704,0.01976654763083019,4.097675374810599
73,12.89222815286333,130.5706867276313,0.0010050786930921873,4.276152985159861
74,13.080345381587264,130.9239871167186,0.0007538090198195846,3.2071147388699117
75,13.268378853753436,130.92094142370922,0.0007538090198195846,3.2071147388698904
76,13.493893385516207,130.38276746895298,0.000795687298699832,3.3852877799182224
