,rad,vel,vel_error
0,1.4853333333333332,28.05173419773095,6.223662884927062
1,2.6293333333333333,42.85575364667745,2.593192868719605
2,3.8080000000000003,52.99271745002701,2.074554294975698
3,4.951999999999999,56.64600756347917,2.074554294975684
4,6.095999999999999,60.29929767693138,2.333873581847648
5,7.2746666666666675,61.360086439762284,2.333873581847641
6,8.418666666666667,62.93882225823878,2.852512155591569
7,9.597333333333337,66.07416531604537,2.8525121555915547
